Order_ID,Order_Date,Region,Category,Sales_Channel,Units_Sold,Unit_Price,Discount_%,Revenue,COGS_per_unit,Total_COGS,Marketing_Spend,Profit,Profit_Margin_%
888,26-07-2023,Europe,Electronics,Marketplace,6,302.59,5,1724.763,146.9017313,881.4103881,284.6785554,558.6740565,32.39
889,17-08-2023,South America,Home,Retail,4,131.35,15,446.59,90.96940168,363.8776067,50.63519534,32.07719794,7.18
890,31-07-2024,Asia,Electronics,Retail,1,387.98,5,368.581,173.0791679,173.0791679,53.43496805,142.066864,38.54
891,16-03-2023,Asia,Clothing,Online,3,317.18,20,761.232,209.1998115,627.5994346,127.0366111,6.59595424,0.87
892,10-03-2024,Europe,Sports,Online,4,18.87,15,64.158,13.28081925,53.12327698,10.27600632,0.758716702,1.18
893,13-04-2023,Asia,Clothing,Retail,4,308.1,5,1170.78,229.1820514,916.7282057,159.3848293,94.66696504,8.09
894,26-02-2024,Asia,Beauty,Retail,4,250.82,15,852.788,173.9994664,695.9978655,91.67332506,65.11680941,7.64
895,04-12-2024,North America,Beauty,Marketplace,5,106.05,10,477.225,81.59424877,407.9712439,84.31673761,-15.06298149,-3.16
896,02-02-2025,South America,Electronics,Retail,9,497.92,15,3809.088,302.9192434,2726.273191,174.9063259,907.9084833,23.84
897,07-01-2025,South America,Beauty,Online,4,449.61,30,1258.908,301.6754704,1206.701882,187.7371402,-135.5310217,-10.77
898,16-03-2025,North America,Clothing,Online,9,153.33,15,1172.9745,83.99724582,755.9752124,241.9664259,175.0328618,14.92
899,02-11-2023,North America,Home,Online,9,275.12,5,2352.276,111.1913381,1000.722043,500.3425754,851.2113816,36.19
900,08-04-2023,Asia,Clothing,Online,1,165.09,15,140.3265,116.004976,116.004976,29.48680295,-5.165278952,-3.68
901,08-03-2025,MEA,Electronics,Online,5,389.99,20,1559.96,291.6907816,1458.453908,263.303523,-161.7974311,-10.37
902,01-12-2023,Asia,Beauty,Online,9,465.86,0,4192.74,218.7537827,1968.784045,1001.707813,1222.248142,29.15
903,10-03-2024,North America,Home,Retail,4,185.83,10,668.988,76.46092435,305.8436974,41.32095159,321.823351,48.11
904,22-03-2024,South America,Sports,Online,5,404.74,30,1416.59,188.5281908,942.6409539,129.4796752,344.4693709,24.32
905,04-11-2023,Asia,Home,Online,4,254.22,5,966.036,192.7281777,770.9127106,63.66957934,131.4537101,13.61
906,06-09-2023,MEA,Home,Online,2,204.32,15,347.344,105.8794731,211.7589462,82.69589979,52.88915401,15.23
907,15-06-2023,Asia,Clothing,Online,2,469.83,15,798.711,231.8524817,463.7049634,97.95686537,237.0491712,29.68
908,25-04-2024,Europe,Sports,Retail,2,260.1,15,442.17,105.5579254,211.1158508,58.12169959,172.9324497,39.11
909,01-12-2023,Asia,Electronics,Marketplace,1,239.03,10,215.127,124.0140367,124.0140367,12.68314507,78.4298182,36.46
910,25-06-2024,North America,Electronics,Marketplace,3,339.49,30,712.929,232.9769241,698.9307723,67.58796194,-53.58973425,-7.52
911,28-01-2025,South America,Home,Marketplace,1,138,0,138,108.1417287,108.1417287,19.81363997,10.04463131,7.28
912,16-04-2023,South America,Home,Marketplace,4,169.15,20,541.28,88.82007179,355.2802871,69.67194556,116.3277673,21.49
913,16-07-2024,North America,Beauty,Online,1,466.7,30,326.69,231.6111356,231.6111356,31.81786904,63.26099539,19.36
914,22-03-2023,Europe,Sports,Marketplace,4,342.48,20,1095.936,258.6503513,1034.601405,130.6782436,-69.34364858,-6.33
915,13-05-2023,North America,Home,Marketplace,3,415.05,30,871.605,307.5528553,922.658566,57.8024892,-108.8560552,-12.49
916,07-03-2025,Asia,Beauty,Retail,9,142.84,5,1221.282,75.88577377,682.9719639,128.3865578,409.9234783,33.57
917,18-05-2023,North America,Sports,Retail,1,276.46,0,276.46,118.1927491,118.1927491,14.27445176,143.9927991,52.08
918,03-07-2023,North America,Electronics,Retail,8,485.98,0,3887.84,387.2268113,3097.81449,452.2034371,337.8220724,8.69
919,05-02-2024,Europe,Beauty,Online,9,166.16,10,1345.896,111.7063298,1005.356968,118.3908857,222.1481464,16.51
920,26-11-2023,Asia,Sports,Online,7,88.63,30,434.287,68.30113178,478.1079225,68.82383236,-112.6447548,-25.94
921,23-02-2025,MEA,Beauty,Online,1,260.33,15,221.2805,139.7320728,139.7320728,18.41976995,63.12865729,28.53
922,22-05-2024,MEA,Home,Retail,4,200.03,0,800.12,131.8346058,527.338423,70.47877186,202.3028051,25.28
923,10-03-2023,South America,Clothing,Marketplace,1,88.19,30,61.733,59.06956429,59.06956429,6.344592513,-3.681156806,-5.96
924,29-06-2024,North America,Electronics,Retail,4,445.39,15,1514.326,333.6693465,1334.677386,198.0273267,-18.37871263,-1.21
925,12-02-2025,South America,Home,Online,3,495.45,10,1337.715,394.9842418,1184.952725,234.6473789,-81.88510428,-6.12
926,22-02-2023,Europe,Home,Retail,2,288.61,30,404.054,127.9888583,255.9777166,61.59829835,86.47798502,21.4
927,25-03-2024,MEA,Sports,Marketplace,1,389.59,30,272.713,254.1867247,254.1867247,51.34820294,-32.82192767,-12.04
928,24-07-2023,North America,Beauty,Online,6,430.93,5,2456.301,230.3648268,1382.188961,467.9235846,606.1884547,24.68
929,06-05-2023,Europe,Electronics,Marketplace,7,353.48,30,1732.052,256.1540083,1793.078058,286.806786,-347.8328442,-20.08
930,16-01-2025,Europe,Home,Marketplace,6,31.64,5,180.348,22.20049689,133.2029814,25.92265568,21.22236295,11.77
931,12-02-2023,North America,Sports,Online,9,87.24,15,667.386,66.04132642,594.3719378,123.1323042,-50.11824204,-7.51
932,21-01-2025,Europe,Electronics,Marketplace,9,44.78,15,342.567,24.06840594,216.6156534,48.84435227,77.10699429,22.51
933,21-04-2023,North America,Beauty,Retail,2,14.84,0,29.68,7.031372123,14.06274425,2.297582335,13.31967342,44.88
934,30-01-2025,North America,Home,Marketplace,2,159.94,10,287.892,65.3707841,130.7415682,29.53870879,127.611723,44.33
935,24-10-2024,Asia,Home,Marketplace,9,202.25,5,1729.2375,101.5704907,914.1344164,235.5395682,579.5635154,33.52
936,02-07-2023,South America,Home,Marketplace,1,128.1,0,128.1,70.0538697,70.0538697,20.24319966,37.80293064,29.51
937,05-04-2023,Europe,Electronics,Retail,5,41.66,20,166.64,32.42926025,162.1463013,14.78668134,-10.29298261,-6.18
938,09-01-2024,Europe,Electronics,Marketplace,1,269.63,0,269.63,160.8475213,160.8475213,19.25162787,89.53085082,33.21
939,03-06-2024,Asia,Electronics,Marketplace,7,143.93,15,856.3835,89.60733513,627.2513459,101.8347674,127.2973867,14.86
940,26-12-2023,Asia,Electronics,Retail,9,400.06,20,2880.432,300.865725,2707.791525,448.1449224,-275.5044476,-9.56
941,26-11-2024,Asia,Sports,Online,6,13.95,0,83.7,10.51868789,63.11212732,8.247432752,12.34043993,14.74
942,08-10-2023,MEA,Clothing,Online,2,422.84,30,591.976,258.4255712,516.8511425,104.6805579,-29.55570041,-4.99
943,14-07-2023,MEA,Sports,Online,6,477.83,10,2580.282,212.8643771,1277.186263,611.1592049,691.9365324,26.82
944,14-07-2023,MEA,Home,Marketplace,9,360.91,5,3085.7805,183.4167956,1650.75116,328.4370777,1106.592262,35.86
945,28-10-2024,North America,Sports,Online,3,369.49,30,775.929,215.3222484,645.9667452,170.5639753,-40.60172055,-5.23
946,03-04-2023,Europe,Beauty,Retail,9,467.45,20,3365.64,327.4336722,2946.90305,483.5786759,-64.84172574,-1.93
947,02-11-2024,South America,Electronics,Marketplace,8,112.44,10,809.568,76.98459831,615.8767865,81.65039241,112.0408211,13.84
948,02-03-2023,North America,Beauty,Marketplace,7,497.34,0,3481.38,326.7938055,2287.556638,225.5154368,968.3079247,27.81
949,25-09-2024,Europe,Beauty,Marketplace,8,389.01,30,2178.456,292.5737301,2340.589841,167.2637539,-329.3975946,-15.12
950,20-02-2023,Europe,Home,Online,6,366.02,15,1866.702,263.9218553,1583.531132,234.89617,48.27469791,2.59
951,07-02-2024,Asia,Electronics,Online,3,186.93,15,476.6715,148.206646,444.619938,110.8948482,-78.8432862,-16.54
952,27-02-2025,Asia,Beauty,Online,7,277.43,10,1747.809,209.6436994,1467.505896,191.212098,89.09100626,5.1
953,05-01-2023,North America,Home,Marketplace,4,330.42,15,1123.428,158.0275188,632.110075,212.3612712,278.9566538,24.83
954,10-04-2024,Asia,Electronics,Retail,5,313.97,5,1491.3575,132.8239492,664.1197462,92.1118501,735.1259038,49.29
955,26-08-2024,Europe,Clothing,Marketplace,8,355.44,10,2559.168,201.109508,1608.876064,500.2453389,450.0465973,17.59
956,12-11-2024,Asia,Home,Retail,7,50.37,10,317.331,32.58947968,228.1263577,23.8736185,65.33102376,20.59
957,17-06-2024,MEA,Sports,Marketplace,7,184.27,15,1096.4065,121.1098728,847.7691093,158.9392959,89.6980948,8.18
958,09-02-2024,Asia,Electronics,Retail,8,222.66,10,1603.152,112.8897566,903.1180527,77.53315511,622.5007922,38.83
959,27-05-2024,Europe,Beauty,Marketplace,3,137.71,0,413.13,102.449683,307.3490491,39.22653886,66.55441201,16.11
960,06-10-2024,North America,Beauty,Marketplace,3,94.59,20,227.016,50.2933692,150.8801076,18.52599504,57.60989736,25.38
961,21-08-2023,South America,Sports,Retail,2,78.07,30,109.298,59.93011093,119.8602219,4.416732206,-14.97895406,-13.7
962,07-06-2024,Asia,Sports,Retail,1,189.53,20,151.624,111.5650454,111.5650454,8.917367475,31.14158709,20.54
963,12-12-2023,Europe,Beauty,Retail,6,251.79,30,1057.518,101.7625063,610.5750379,117.5668543,329.3761078,31.15
964,15-02-2023,South America,Electronics,Retail,6,40.86,15,208.386,18.99240319,113.9544191,18.08590863,76.34567223,36.64
965,29-06-2024,South America,Home,Retail,8,473.76,5,3600.576,208.8939084,1671.151267,456.2236481,1473.201085,40.92
966,19-03-2023,MEA,Sports,Retail,6,384.97,5,2194.329,160.7674442,964.6046655,264.4801748,965.2441597,43.99
967,30-12-2024,South America,Sports,Retail,6,368.12,15,1877.412,252.385621,1514.313726,255.1702188,107.9280553,5.75
968,23-03-2025,Europe,Sports,Retail,1,94.7,15,80.495,45.16492527,45.16492527,11.59474151,23.73533322,29.49
969,14-03-2023,Europe,Clothing,Marketplace,7,305.86,10,1926.918,224.9441001,1574.608701,333.3063778,19.00292129,0.99
970,04-03-2025,Asia,Electronics,Retail,7,269.57,5,1792.6405,136.3451449,954.4160141,168.0910609,670.133425,37.38
971,06-09-2023,Asia,Electronics,Retail,9,491.41,20,3538.152,202.9183454,1826.265108,272.6051564,1439.281735,40.68
972,16-02-2023,Asia,Electronics,Marketplace,7,376.36,15,2239.342,274.091749,1918.642243,280.6911503,40.00860681,1.79
973,01-05-2023,South America,Electronics,Marketplace,8,292.12,20,1869.568,171.3162103,1370.529683,243.5472698,255.4910475,13.67
974,02-08-2023,South America,Electronics,Online,4,426.9,30,1195.32,273.131549,1092.526196,139.1010774,-36.30727337,-3.04
975,27-08-2023,MEA,Beauty,Online,9,86,20,619.2,45.96621873,413.6959686,97.3389695,108.1650619,17.47
976,25-02-2023,Asia,Sports,Retail,1,17.46,5,16.587,7.305546127,7.305546127,0.874028051,8.407425822,50.69
977,16-12-2023,North America,Beauty,Retail,8,348.21,30,1949.976,190.8437457,1526.749965,132.0621546,291.1638799,14.93
978,17-04-2023,MEA,Clothing,Online,3,58.17,20,139.608,35.32748726,105.9824618,27.12425064,6.501287571,4.66
979,17-02-2023,North America,Home,Online,1,66.56,10,59.904,26.93514413,26.93514413,5.565668725,27.40318714,45.75
980,26-07-2024,South America,Sports,Retail,2,374.89,10,674.802,236.0742361,472.1484721,38.25084217,164.4026857,24.36
981,03-12-2023,MEA,Clothing,Online,6,142.56,5,812.592,107.9488358,647.6930149,90.78422013,74.11476494,9.12
982,26-01-2023,MEA,Beauty,Retail,5,318.03,10,1431.135,154.9239285,774.6196427,120.9679653,535.547392,37.42
983,14-03-2025,Europe,Home,Marketplace,3,459.53,15,1171.8015,354.163293,1062.489879,116.3391512,-7.027530336,-0.6
984,14-09-2023,South America,Clothing,Marketplace,9,165.07,30,1039.941,72.47289528,652.2560575,110.4321748,277.2527677,26.66
985,08-01-2023,South America,Home,Online,8,116.4,5,884.64,84.99231647,679.9385317,75.3573699,129.3440984,14.62
986,16-09-2024,MEA,Clothing,Marketplace,3,62.22,30,130.662,45.80199263,137.4059779,9.77472932,-16.51870721,-12.64
987,10-09-2023,South America,Beauty,Marketplace,2,73.93,20,118.288,37.19447467,74.38894933,10.09886721,33.80018346,28.57
988,22-11-2024,MEA,Home,Marketplace,8,40.49,15,275.332,31.70923183,253.6738547,30.36878992,-8.710644598,-3.16
989,19-12-2024,Europe,Clothing,Marketplace,5,52.94,5,251.465,29.99789462,149.9894731,25.24328014,76.23224678,30.32
990,30-10-2023,MEA,Beauty,Retail,9,221.68,20,1596.096,101.1974598,910.7771381,215.4094222,469.9094397,29.44
991,30-09-2024,South America,Sports,Retail,1,167.22,20,133.776,106.4665962,106.4665962,13.78724212,13.52216169,10.11
992,25-02-2023,South America,Beauty,Online,3,356.21,20,854.904,284.4856495,853.4569485,139.8846799,-138.4376284,-16.19
993,26-12-2024,MEA,Beauty,Marketplace,5,436.42,20,1745.68,331.5555271,1657.777636,234.0763811,-146.1740167,-8.37
994,09-06-2024,MEA,Sports,Marketplace,2,394.54,20,631.264,201.7839836,403.5679672,69.32305079,158.372982,25.09
995,18-04-2024,MEA,Beauty,Marketplace,3,270.01,5,769.5285,170.3208607,510.962582,151.6529013,106.9130166,13.89
996,28-01-2023,Asia,Sports,Online,4,60.2,10,216.72,26.85805325,107.432213,14.45938066,94.82840635,43.76
997,19-03-2023,South America,Sports,Retail,4,357.79,20,1144.928,209.213381,836.8535241,75.45136587,232.6231101,20.32
998,04-08-2023,South America,Sports,Marketplace,9,187.79,15,1436.5935,114.4069312,1029.662381,133.1696385,273.7614807,19.06
999,21-01-2024,Asia,Clothing,Retail,1,51.97,5,49.3715,27.34200527,27.34200527,7.1961809,14.83331383,30.04
1000,31-12-2023,MEA,Home,Online,9,422.81,0,3805.29,251.0116562,2259.104906,857.6988361,688.486258,18.09
1001,27-10-2024,Europe,Clothing,Retail,9,175.73,10,1423.413,134.9563141,1214.606827,201.4591412,7.347031901,0.52
1002,09-06-2024,MEA,Sports,Marketplace,6,116.94,15,596.394,70.17043812,421.0226287,67.11975951,108.2516118,18.15
1003,29-11-2024,MEA,Home,Retail,1,437.01,20,349.608,320.0644302,320.0644302,52.35549946,-22.81192971,-6.53
1004,08-11-2023,Asia,Home,Retail,6,452.05,5,2576.685,238.2105374,1429.263224,133.5263201,1013.895456,39.35
1005,07-01-2023,South America,Sports,Online,8,176.1,5,1338.36,138.8657134,1110.925707,237.476251,-10.04195838,-0.75
1006,03-01-2023,MEA,Home,Online,5,183.85,20,735.4,80.41328619,402.0664309,168.1861859,165.1473832,22.46
1007,14-09-2024,South America,Home,Online,5,294.02,15,1249.585,186.4776744,932.3883718,244.771173,72.42545519,5.8
1008,19-01-2025,North America,Clothing,Online,1,369.39,5,350.9205,264.4666611,264.4666611,38.60690143,47.8469375,13.63
1009,29-12-2023,South America,Home,Retail,1,40.94,30,28.658,29.70673519,29.70673519,3.613793807,-4.662528999,-16.27
1010,20-01-2025,Europe,Sports,Retail,8,300.74,10,2165.328,144.1484245,1153.187396,163.2042453,848.9363587,39.21
1011,22-05-2024,Europe,Electronics,Online,5,476.88,15,2026.74,267.3667566,1336.833783,162.3110281,527.5951891,26.03
1012,01-10-2023,MEA,Electronics,Online,8,138.43,20,885.952,89.93499046,719.4799237,167.5334134,-1.061337115,-0.12
1013,20-05-2024,South America,Electronics,Marketplace,2,455.33,15,774.061,239.6643497,479.3286994,59.51290326,235.2193973,30.39
1014,16-03-2025,MEA,Sports,Marketplace,4,475.58,30,1331.624,315.4609676,1261.84387,88.76571071,-18.98558098,-1.43
1015,08-01-2025,Asia,Electronics,Online,9,141.89,15,1085.4585,78.25407578,704.286682,172.9317854,208.2400325,19.18
1016,15-01-2023,Europe,Clothing,Retail,3,379.56,0,1138.68,205.0939286,615.2817857,130.3504284,393.0477859,34.52
1017,11-07-2023,MEA,Sports,Online,6,127,20,609.6,56.28986311,337.7391787,42.17830398,229.6825173,37.68
1018,22-09-2024,Asia,Sports,Retail,7,371.43,10,2340.009,154.4038787,1080.827151,94.85522858,1164.32662,49.76
1019,29-04-2024,MEA,Sports,Retail,3,400.74,20,961.776,294.1870474,882.5611423,140.2735289,-61.05867122,-6.35
1020,28-01-2023,South America,Home,Marketplace,1,131.13,0,131.13,78.1295877,78.1295877,8.823460248,44.17695205,33.69
1021,14-12-2024,South America,Home,Online,2,360.78,20,577.248,225.5413476,451.0826952,95.30459697,30.86070783,5.35
1022,08-02-2023,South America,Home,Online,7,407.93,20,2284.408,223.9080487,1567.356341,529.1564417,187.8952175,8.23
1023,30-09-2023,South America,Beauty,Retail,7,185.7,10,1169.91,84.43719914,591.060394,118.6630516,460.1865544,39.34
1024,19-08-2023,North America,Clothing,Online,1,92.17,0,92.17,53.44282041,53.44282041,7.849532851,30.87764674,33.5
1025,27-03-2023,Asia,Sports,Marketplace,7,55.06,20,308.336,27.06655069,189.4658548,33.61561567,85.25452953,27.65
1026,18-04-2024,Asia,Sports,Marketplace,6,291.94,30,1226.148,214.5972755,1287.583653,176.0826047,-237.5182575,-19.37
1027,06-05-2023,South America,Home,Online,6,489.27,20,2348.496,388.8304112,2332.982467,463.3844105,-447.8708778,-19.07
1028,22-03-2025,North America,Sports,Online,7,413.25,5,2748.1125,312.2675912,2185.873138,465.1148501,97.12451151,3.53
1029,20-06-2024,South America,Sports,Marketplace,7,223.56,20,1251.936,136.664398,956.6507857,69.04096551,226.2442488,18.07
1030,25-05-2023,North America,Electronics,Online,1,272.94,10,245.646,177.7529114,177.7529114,21.06623636,46.82685223,19.06
1031,08-06-2024,South America,Sports,Retail,5,146.97,5,698.1075,114.526228,572.6311402,59.0712057,66.40515409,9.51
1032,31-07-2023,Europe,Beauty,Online,8,89.9,30,503.44,55.33100233,442.6480187,94.15760959,-33.36562825,-6.63
1033,25-01-2023,Europe,Home,Retail,8,246.22,30,1378.832,161.3813656,1291.050925,151.8360932,-64.05501784,-4.65
1034,02-08-2024,MEA,Clothing,Online,3,237.12,30,497.952,154.52916,463.5874799,33.88319216,0.481327922,0.1
1035,29-01-2024,South America,Clothing,Online,3,265.75,0,797.25,181.5732784,544.7198353,162.1921122,90.33805252,11.33
1036,08-03-2023,Asia,Electronics,Marketplace,7,476.87,30,2336.663,312.8811022,2190.167715,328.9289304,-182.4336456,-7.81
1037,21-08-2023,MEA,Clothing,Retail,4,305.91,15,1040.094,204.4341953,817.7367813,152.3300915,70.02712721,6.73
1038,19-04-2023,Europe,Clothing,Marketplace,6,306.83,10,1656.882,211.8224804,1270.934882,186.6443852,199.3027326,12.03
1039,26-05-2023,South America,Home,Online,9,72.73,0,654.57,52.63031479,473.6728331,97.03104834,83.86611855,12.81
1040,21-04-2023,MEA,Home,Marketplace,2,498.28,5,946.732,279.645692,559.2913841,104.9287837,282.5118322,29.84
1041,16-08-2023,South America,Beauty,Online,2,388.69,15,660.773,271.4352845,542.8705691,125.5745004,-7.672069503,-1.16
1042,21-04-2023,Europe,Electronics,Online,6,439.83,0,2638.98,193.5610478,1161.366287,515.6132915,962.000422,36.45
1043,14-04-2024,MEA,Clothing,Online,3,213.01,10,575.127,159.8587336,479.5762009,109.3797411,-13.82894196,-2.4
1044,03-02-2023,Europe,Beauty,Retail,1,256.04,5,243.238,132.1211778,132.1211778,18.24088366,92.8759385,38.18
1045,14-09-2024,North America,Electronics,Retail,2,265.82,10,478.476,149.2271283,298.4542566,55.65813909,124.3636044,25.99
1046,14-02-2025,Europe,Clothing,Retail,7,105.11,10,662.193,75.83099619,530.8169733,53.38823783,77.98778884,11.78
1047,04-01-2024,South America,Clothing,Marketplace,4,347.85,5,1321.83,227.7703765,911.0815059,231.4921696,179.2563245,13.56
1048,17-01-2025,Asia,Home,Online,2,452.46,30,633.444,236.8407281,473.6814562,44.29098042,115.4715634,18.23
1049,17-08-2024,Europe,Sports,Marketplace,8,90.22,20,577.408,44.22220312,353.777625,32.13743966,191.4929354,33.16
1050,07-07-2024,Asia,Electronics,Marketplace,4,52.3,10,188.28,40.95538627,163.8215451,12.28644933,12.17200561,6.46
1051,29-02-2024,North America,Clothing,Online,4,371.73,30,1040.844,161.7436427,646.9745707,100.363773,293.5056563,28.2
1052,04-09-2024,MEA,Electronics,Marketplace,2,143.87,5,273.353,57.79747683,115.5949537,15.21081075,142.5472356,52.15
1053,01-06-2024,MEA,Beauty,Online,1,315.69,10,284.121,211.2515277,211.2515277,20.70986496,52.15960731,18.36
1054,22-11-2024,Asia,Beauty,Online,1,350.92,20,280.736,226.6205464,226.6205464,32.3099536,21.80550002,7.77
1055,09-10-2023,MEA,Sports,Online,3,167.74,5,478.059,116.5869465,349.7608394,37.27059004,91.02757059,19.04
1056,16-11-2023,Europe,Clothing,Online,6,409.42,0,2456.52,283.5862093,1701.517256,502.0470493,252.9556947,10.3
1057,07-01-2025,Asia,Home,Marketplace,7,279.49,0,1956.43,208.3049174,1458.134422,113.6296664,384.6659119,19.66
1058,18-03-2024,South America,Clothing,Marketplace,9,435.81,30,2745.603,335.0696579,3015.626921,511.202222,-781.2261432,-28.45
1059,11-11-2023,Europe,Electronics,Marketplace,5,384.01,0,1920.05,272.6508769,1363.254384,346.81082,209.9847958,10.94
1060,10-01-2025,Europe,Beauty,Retail,9,435.6,15,3332.34,214.7146978,1932.43228,216.6225069,1183.285213,35.51
1061,12-01-2024,Europe,Electronics,Marketplace,8,19.88,10,143.136,11.63772161,93.10177288,8.692514434,41.34171269,28.88
1062,16-10-2023,South America,Sports,Marketplace,1,129.32,10,116.388,84.92264597,84.92264597,7.661851925,23.80350211,20.45
1063,12-03-2024,North America,Beauty,Retail,3,54.1,5,154.185,33.31186442,99.93559325,16.51176237,37.73764437,24.48
1064,23-10-2024,MEA,Home,Online,8,226.62,15,1541.016,105.0517417,840.4139337,259.1446986,441.4573677,28.65
1065,04-10-2023,Asia,Beauty,Online,9,446.08,10,3613.248,283.5771654,2552.194489,422.0450767,639.0084347,17.69
1066,10-12-2024,North America,Clothing,Online,4,239.09,5,908.542,180.4200539,721.6802157,103.0559738,83.80581049,9.22
1067,04-08-2024,Asia,Clothing,Retail,6,426.36,20,2046.528,241.9196013,1451.517608,212.3889874,382.6214047,18.7
1068,17-05-2024,MEA,Beauty,Marketplace,4,170.32,10,613.152,113.7010555,454.8042219,58.76706697,99.58071118,16.24
1069,15-09-2024,South America,Sports,Marketplace,9,176.39,30,1111.257,114.0138595,1026.124736,211.3032118,-126.1709473,-11.35
1070,30-05-2024,Europe,Clothing,Marketplace,2,448.83,10,807.894,247.2233084,494.4466169,86.76358776,226.6837954,28.06
1071,16-12-2023,Europe,Clothing,Marketplace,6,218.65,20,1049.52,136.8986198,821.3917187,87.08083884,141.0474425,13.44
1072,21-03-2024,South America,Home,Retail,3,396.99,20,952.776,192.1768301,576.5304904,54.79965631,321.4458533,33.74
1073,16-12-2023,North America,Beauty,Marketplace,4,125.96,10,453.456,77.89906812,311.5962725,65.64058058,76.21914693,16.81
1074,29-08-2024,North America,Clothing,Online,2,474.91,20,759.856,341.7128643,683.4257287,90.27020199,-13.83993065,-1.82
1075,25-10-2024,Asia,Sports,Retail,8,291.54,5,2215.704,205.1214531,1640.971625,138.8257759,435.9065993,19.67
1076,17-05-2023,South America,Electronics,Retail,8,382.07,10,2750.904,207.5334779,1660.267824,201.0852036,889.5509729,32.34
1077,28-01-2025,North America,Beauty,Online,1,53.86,10,48.474,23.95876389,23.95876389,5.594805247,18.92043086,39.03
1078,31-08-2023,South America,Home,Online,6,251.41,0,1508.46,181.0094241,1086.056545,260.4356564,161.967799,10.74
1079,26-06-2024,MEA,Clothing,Marketplace,1,451.51,30,316.057,228.4711197,228.4711197,24.08424664,63.50163364,20.09
1080,09-02-2023,Europe,Sports,Online,6,439.75,10,2374.65,185.2303987,1111.382392,455.7064429,807.5611651,34.01
1081,17-08-2023,Europe,Beauty,Retail,7,32.94,0,230.58,19.04186244,133.2930371,17.6591704,79.62779249,34.53
1082,01-07-2024,Europe,Sports,Retail,2,158.81,20,254.096,110.4981259,220.9962518,25.05314165,8.046606513,3.17
1083,11-08-2023,South America,Sports,Retail,9,227.23,30,1431.549,164.3775767,1479.39819,169.7540556,-217.6032459,-15.2
1084,06-01-2023,South America,Home,Marketplace,8,94.41,30,528.696,74.85588196,598.8470557,69.54626643,-139.6973221,-26.42
1085,18-11-2023,Asia,Beauty,Marketplace,9,367.7,20,2647.44,174.9380822,1574.44274,395.3555352,677.6417252,25.6
1086,12-04-2024,Europe,Clothing,Online,4,100.41,5,381.558,51.96397637,207.8559055,45.04948115,128.6526134,33.72
1087,01-01-2025,Asia,Home,Marketplace,4,179.85,0,719.4,115.7867465,463.1469858,139.9358808,116.3171334,16.17
1088,16-03-2023,Europe,Clothing,Marketplace,8,335.01,10,2412.072,242.7273008,1941.818406,286.6710384,183.5825553,7.61
1089,04-01-2023,Asia,Electronics,Retail,1,246.22,0,246.22,121.5415807,121.5415807,19.36077921,105.3176401,42.77
1090,07-10-2024,Asia,Sports,Retail,8,371.9,20,2380.16,209.7388736,1677.910989,179.8622061,522.3868048,21.95
1091,28-04-2023,MEA,Electronics,Online,7,480.99,20,2693.544,270.970655,1896.794585,182.3127803,614.4366347,22.81
1092,28-08-2024,Asia,Sports,Retail,7,67.11,5,446.2815,47.59271366,333.1489956,54.52520285,58.6073015,13.13
1093,18-05-2024,South America,Home,Marketplace,9,357.69,30,2253.447,177.5476163,1597.928546,201.4069896,454.1114641,20.15
1094,27-07-2024,Asia,Clothing,Online,7,122.87,30,602.063,96.76054545,677.3238181,140.0443314,-215.3051495,-35.76
1095,16-03-2024,Europe,Clothing,Online,2,213.09,20,340.944,128.7458935,257.4917871,33.37161719,50.08059574,14.69
1096,13-07-2023,Asia,Home,Retail,1,26.1,0,26.1,13.38477777,13.38477777,2.702366419,10.01285581,38.36
1097,15-12-2024,North America,Beauty,Retail,1,76.59,30,53.613,39.34532645,39.34532645,6.876214876,7.391458671,13.79
1098,27-01-2024,Europe,Electronics,Retail,7,166.69,10,1050.147,67.89616991,475.2731894,151.655756,423.2180546,40.3
1099,26-01-2023,North America,Electronics,Online,5,177.57,10,799.065,120.2099813,601.0499065,70.4479362,127.5671573,15.96
1100,10-03-2024,Europe,Clothing,Retail,4,450.8,0,1803.2,320.2389979,1280.955992,285.3531269,236.8908813,13.14
1101,22-06-2023,South America,Clothing,Marketplace,5,373.49,5,1774.0775,154.2405796,771.2028978,330.0003209,672.8742812,37.93
1102,27-10-2023,South America,Clothing,Online,6,486.37,10,2626.398,308.5403927,1851.242356,612.7726861,162.3829576,6.18
1103,06-10-2024,South America,Home,Retail,6,303.55,0,1821.3,216.3306953,1297.984172,259.2083105,264.1075176,14.5
1104,22-11-2023,North America,Beauty,Marketplace,1,128.44,0,128.44,70.70570873,70.70570873,23.33117535,34.40311593,26.79
1105,14-02-2024,MEA,Electronics,Marketplace,2,170.55,20,272.88,97.74163078,195.4832616,38.15526519,39.24147325,14.38
1106,28-04-2023,Europe,Sports,Retail,3,166.72,30,350.112,90.80404133,272.412124,49.51886362,28.18101241,8.05
1107,25-02-2025,South America,Home,Marketplace,4,169.98,20,543.936,89.45372366,357.8148946,70.76716347,115.3539419,21.21
1108,24-12-2024,Europe,Electronics,Online,6,339.75,30,1426.95,202.6461602,1215.876961,223.8586185,-12.78557995,-0.9
1109,13-08-2023,North America,Beauty,Online,9,270.1,5,2309.355,125.9855153,1133.869638,372.4167867,803.0685754,34.77
